index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
423483,1079,6,1,517,1,0,0,0,5341.872
533535,1003,3,3,1029,1,1,0,0,8156.7603
82465,980,4,9,450,1,0,0,0,5110.4546
245480,654,2,1,766,1,1,0,0,7697.275
155723,966,4,7,517,1,0,0,1,3960.718
167485,1020,1,9,929,1,0,0,0,7559.2627
574217,969,3,3,610,1,1,0,0,3936.0532
307718,1038,2,4,490,1,0,0,1,5131.4165
250666,516,3,7,453,1,0,0,1,4296.3022
233447,733,1,1,3171,1,0,0,0,13975.609
9408,595,6,5,1881,1,0,0,0,15326.9795
532318,260,3,7,962,1,1,0,1,9906.242
213221,768,6,2,1251,1,0,0,0,11165.596
149118,940,1,1,627,1,0,0,0,5483.5117
643815,364,4,6,563,1,0,0,0,4492.141
205464,506,3,7,763,1,0,0,1,6278.765
172737,671,3,5,507,1,1,0,1,5840.3403
358803,300,6,1,862,1,0,0,0,7194.1226
432064,84,2,6,1563,1,1,0,0,16316.515
243176,219,4,5,455,1,1,0,0,4754.434
165487,934,5,3,764,1,1,0,0,7376.642
206630,125,3,4,1906,1,1,0,1,15301.263
380228,176,3,12,757,1,1,0,0,8014.23
278339,223,2,11,675,1,0,0,0,5518.7104
125602,326,1,7,429,1,1,0,0,5654.68
707930,339,2,8,745,1,1,0,0,6907.7812
647013,872,3,4,659,1,0,0,1,6308.991
404917,579,7,11,0,0,0,0,0,-13.46333
607690,974,5,2,1599,1,0,0,0,11188.027
63394,979,7,4,0,0,0,0,0,1.7741748
334403,880,3,6,806,1,1,0,0,7007.407
440195,910,7,3,0,0,0,0,0,-1.7075007
87636,1084,6,7,614,1,0,0,0,5454.8545
189540,92,5,6,453,1,0,0,0,4416.2153
18218,14,6,6,402,1,0,0,0,3357.5312
396021,587,1,12,960,1,0,0,1,8864.583
442052,230,4,10,856,1,1,0,0,8261.976
397202,689,6,3,589,1,0,0,0,5705.8965
251121,599,1,5,1096,1,1,0,0,11864.286
463013,596,7,12,0,0,0,0,0,1.9191332
655331,576,1,3,749,1,0,0,0,5680.8604
327407,141,4,6,493,1,0,0,0,4554.04
355157,751,1,4,0,0,0,1,1,11.984566
654124,877,5,3,925,1,0,0,0,7743.8286
602473,375,2,4,948,1,1,0,0,9129.159
414480,230,1,12,988,1,0,0,0,8617.516
574764,545,3,1,1087,1,1,0,0,11841.339
136740,1022,1,3,1093,1,1,0,0,11815.992
240843,597,3,8,756,1,1,0,1,6499.727
130323,559,7,6,0,0,0,0,0,-13.667546
688030,1024,6,7,825,1,0,0,0,6359.1357
43133,36,2,3,1205,1,1,0,0,10446.454
172856,702,2,5,351,1,1,0,1,4184.363
446048,623,7,2,0,0,0,0,0,4.315172
36534,105,4,10,483,1,0,0,0,4011.7297
612801,902,2,11,648,1,1,0,0,7040.895
256750,11,6,4,786,1,0,0,0,6103.2715
623446,1039,5,6,629,1,0,0,0,5948.733
63314,102,1,2,1174,1,1,0,0,10114.149
238452,543,5,10,175,1,0,0,1,1747.7849
43919,827,4,1,1910,1,0,0,1,12915.924
258378,110,3,10,647,1,1,0,0,6236.2246
59774,945,1,1,698,1,1,0,1,6833.838
31637,582,3,3,749,1,0,0,0,5459.4014
673741,554,4,1,428,1,0,0,0,3987.4202
659942,486,2,7,384,1,0,0,1,3752.6033
349639,637,6,2,520,1,0,0,0,5840.5146
394865,806,5,1,578,1,0,0,0,6516.2114
255648,887,6,6,462,1,0,0,0,4780.8223
379128,374,6,4,668,1,0,0,0,7149.9365
540897,1025,5,1,804,1,0,0,1,6688.0884
662220,638,2,8,431,1,0,0,1,4482.528
160268,123,6,5,490,1,0,0,0,4712.8193
654290,905,4,2,1108,1,1,0,0,8508.208
599039,536,5,4,989,1,0,0,1,9019.211
651027,763,7,2,0,0,0,0,0,8.203696
553569,191,6,8,694,1,0,0,0,6966.051
271750,957,4,2,948,1,1,0,0,7990.2666
709864,268,4,6,618,1,1,0,0,5121.752
300796,654,6,9,266,1,0,0,0,2504.8875
413674,612,6,9,388,1,0,0,0,3522.6853
8402,747,3,8,567,1,0,0,1,5248.4644
310059,656,6,5,380,1,0,0,0,3377.4578
319105,368,5,4,592,1,0,0,1,6527.5625
689752,959,3,9,552,1,0,0,0,4324.212
516276,329,2,2,708,1,1,0,0,7976.6367
338342,97,3,7,535,1,0,0,1,4876.0913
666229,314,2,8,661,1,1,0,1,6911.806
8353,463,7,1,0,0,0,0,0,6.651094
386012,258,1,5,0,0,0,1,0,1.118119
471619,283,3,11,621,1,0,0,0,4933.908
612347,556,1,4,754,1,0,0,0,5490.4204
514445,388,5,1,1211,1,1,0,0,11558.909
396179,67,3,9,837,1,1,0,1,8382.106
590638,725,5,1,677,1,1,0,0,6719.1387
683448,219,4,6,416,1,1,0,0,3356.213
218062,1077,2,2,479,1,0,0,0,3795.9304
706606,322,4,5,589,1,0,0,0,5971.7695
453487,814,3,2,581,1,1,0,1,5872.174
240904,134,7,6,0,0,0,0,0,-2.1701999
326681,54,4,7,657,1,0,0,0,6606.732
272937,662,5,4,854,1,1,0,0,8498.919
11415,126,7,4,0,0,0,0,0,-4.3375487
436957,1001,6,11,471,1,0,0,0,4498.9634
171033,657,4,2,598,1,0,0,0,5226.253
632521,590,4,3,319,1,0,0,0,3493.5884
179002,193,3,12,0,0,0,1,1,29.714903
345971,168,6,9,465,1,0,0,0,4329.5396
463457,16,1,7,839,1,0,0,0,6659.4204
674866,244,1,2,738,1,1,0,0,7785.8247
479231,545,7,2,0,0,0,0,0,8.860862
369184,1032,6,1,492,1,0,0,0,4864.336
564608,290,5,5,987,1,1,0,0,9333.201
421305,548,4,1,335,1,1,0,0,4438.343
312789,733,1,8,3508,1,1,0,1,14839.358
548456,654,4,6,716,1,1,0,0,7099.638
195259,272,6,5,377,1,0,0,0,3557.721
669573,1017,3,3,1176,1,1,0,0,9073.861
599293,708,2,5,462,1,1,0,0,5473.157
33900,819,4,1,454,1,1,0,0,5068.086
74619,99,3,6,372,1,0,0,0,3661.9644
284898,982,2,12,710,1,0,0,0,7165.162
402135,683,5,4,0,0,1,1,1,-16.632328
447277,194,3,10,373,1,0,0,0,3799.7295
588164,853,2,6,1201,1,1,0,0,10077.849
456931,53,1,4,650,1,1,0,1,7913.0215
221701,281,4,2,508,1,1,0,0,5988.736
535271,101,2,9,879,1,1,0,0,8566.916
171677,440,5,6,769,1,1,0,1,7816.4624
226127,994,2,3,435,1,1,0,0,4572.019
414979,168,2,7,930,1,1,0,1,9889.1
500051,48,7,10,0,0,0,0,0,0.44525042
329177,652,6,2,501,1,0,0,0,4788.779
541113,934,6,1,474,1,0,0,0,4416.8857
124681,223,6,3,589,1,0,0,0,5527.511
284177,378,5,12,0,0,0,1,1,0.7758125
90749,865,3,7,624,1,1,0,0,5616.833
237894,466,5,1,861,1,0,0,0,6966.979
506152,789,5,2,546,1,0,0,0,4924.705
622882,61,7,6,0,0,0,0,0,-3.4740703
34430,765,4,12,1068,1,1,0,0,13959.343
268594,673,1,2,500,1,0,0,0,4868.5317
368485,258,3,6,444,1,0,0,0,4477.988
602478,740,3,10,499,1,1,0,0,6822.128
202788,1080,1,9,764,1,0,0,0,7402.0176
675955,918,5,6,661,1,1,0,0,6001.1587
611958,857,6,6,1004,1,0,0,0,7942.3535
597571,837,1,7,482,1,1,0,0,4011.057
317074,516,7,3,0,0,0,0,0,-7.3965106
380943,446,2,5,505,1,0,0,0,4303.442
649251,835,4,5,0,0,1,1,0,3.9184499
386136,140,7,2,0,0,0,0,0,2.6572683
411910,207,3,8,1584,1,1,0,0,13994.707
119756,961,4,1,668,1,1,0,0,5926.0073
251963,772,2,3,507,1,1,0,0,4315.655
292719,1089,2,9,1050,1,1,0,0,10567.782
77065,521,3,3,421,1,1,0,0,4724.6543
206967,823,5,1,600,1,0,0,0,5171.49
521339,436,6,9,426,1,0,0,0,3654.2214
363365,483,7,3,0,0,0,0,0,0.6168525
481077,215,2,3,333,1,0,0,0,3458.3027
711386,109,5,5,802,1,0,0,0,8608.806
66970,858,1,12,590,1,1,0,0,5848.127
435729,425,4,3,501,1,1,0,0,4856.879
426284,357,5,7,905,1,0,0,1,7215.2676
435236,255,1,2,575,1,1,0,0,6955.3633
199039,798,6,2,343,1,0,0,0,3132.5352
99250,366,6,3,304,1,0,0,0,2904.3977
580140,534,2,4,510,1,0,0,1,4926.135
254820,179,5,6,1176,1,1,0,0,10543.238
155130,258,2,9,464,1,0,0,1,4555.6304
503682,693,5,8,384,1,0,0,1,4128.851
288534,999,4,10,685,1,1,0,1,7001.0566
67050,834,6,4,492,1,0,0,0,4912.0825
174771,512,4,10,1410,1,0,0,1,5719.23
442288,818,2,4,662,1,1,0,0,6930.5205
606734,534,6,10,606,1,0,0,0,5570.959
431156,1084,2,12,1099,1,1,0,0,12835.722
424121,34,2,3,861,1,0,0,0,6344.3135
557753,101,4,3,686,1,0,0,0,5815.409
520831,187,1,3,885,1,1,0,0,8930.787
376589,20,1,9,1041,1,1,0,0,10025.85
7670,828,7,10,0,0,0,0,0,-3.1312547
303546,434,1,8,823,1,1,0,1,9265.346
236740,738,1,5,864,1,1,0,0,10873.035
145734,351,5,3,569,1,1,0,0,6837.461
134420,1020,4,1,905,1,0,0,0,6734.2856
691699,86,7,8,0,0,0,0,0,0.038163964
233889,266,3,6,573,1,1,0,0,5668.3403
653554,608,5,6,1024,1,1,0,0,10059.97
481046,708,5,2,493,1,1,0,1,5202.818
423103,734,3,2,605,1,1,0,0,6472.745
693486,776,7,6,0,0,0,0,0,-3.004204
90193,1060,2,4,853,1,1,0,0,8696.134
119482,182,2,4,507,1,1,0,0,6614.645
525167,542,3,1,431,1,0,0,0,5073.4106
239754,602,1,5,610,1,0,0,0,5914.0747
332806,101,4,11,777,1,1,0,0,7678.9653
142056,784,7,6,0,0,0,0,0,-3.8993883
673000,679,7,11,0,0,0,0,0,7.36213
567353,535,4,8,793,1,0,0,1,7465.567
696641,844,4,2,516,1,1,0,0,4405.977
628766,595,7,5,0,0,0,0,0,1.4408982
544695,25,6,3,1831,1,0,0,0,13211.72
652921,416,3,12,1819,1,1,0,0,15450.331
436682,539,4,1,966,1,0,0,0,8811.468
158580,77,3,8,642,1,1,0,0,6873.8267
184394,641,2,7,493,1,0,0,0,4098.4126
523534,445,6,1,1201,1,0,0,0,8213.036
133026,318,5,5,822,1,1,0,0,8416.623
296285,394,3,11,539,1,0,0,0,5483.367
14477,761,5,2,1014,1,1,0,1,9309.886
130799,706,2,7,578,1,1,0,0,6956.4224
17306,41,5,2,433,1,0,0,0,5388.902
617975,894,1,7,958,1,0,0,1,7717.1445
668657,169,6,5,801,1,0,0,0,7630.8105
460228,1012,1,6,0,0,0,1,0,1.133442
26534,310,4,8,868,1,1,0,0,9446.087
8504,1003,3,1,847,1,1,0,0,6207.654
253700,970,3,8,429,1,1,0,0,3398.3074
586553,239,5,9,627,1,1,0,0,5755.547
463307,998,1,3,647,1,1,0,0,7750.0444
245670,278,5,6,692,1,0,0,0,6860.127
291128,49,2,5,539,1,0,0,1,6963.3794
615053,603,3,8,0,0,1,0,1,67.39985
263461,658,2,4,824,1,1,0,0,8069.5024
42414,1072,3,2,786,1,1,0,0,7283.235
527688,1028,2,10,587,1,1,0,1,5724.539
697845,288,4,6,489,1,1,0,0,5874.252
28136,111,1,3,838,1,1,0,1,8509.396
245444,581,2,7,703,1,1,0,0,7670.2793
394116,979,7,5,0,0,0,0,0,0.9428525
601504,644,7,2,0,0,0,0,0,2.0227892
349857,589,1,6,577,1,1,0,0,7319.2656
658989,295,2,2,619,1,0,0,0,4912.4907
73913,388,1,2,1586,1,1,0,0,16777.57
579219,9,6,10,621,1,0,0,0,6002.118
628094,445,4,8,1381,1,1,0,1,10612.464
430442,204,4,9,445,1,0,0,1,4734.154
694123,296,1,10,1011,1,1,0,0,9586.422
637678,497,7,5,0,0,0,0,0,2.6000652
697006,481,1,2,523,1,1,0,0,6328.6006
174454,1100,6,12,569,1,0,0,0,5541.938
290329,588,6,12,614,1,0,0,0,6307.005
79977,290,2,1,918,1,1,0,1,8519.071
561228,1107,4,5,635,1,0,0,1,6180.493
645402,1019,6,1,820,1,0,0,0,7130.9834
187053,945,5,1,545,1,0,0,0,4354.906
545699,770,7,10,0,0,0,0,0,-3.5086532
101633,1041,4,8,0,0,1,1,1,-1.7970494
281213,433,3,7,898,1,1,0,1,9104.092
303302,190,2,11,738,1,1,0,0,7335.4805
358148,843,3,7,962,1,1,0,1,8542.74
686634,937,3,3,689,1,1,0,1,7483.8193
66159,333,7,6,0,0,0,0,0,-11.022276
668588,302,3,10,337,1,1,0,0,4025.9548
402857,329,7,3,0,0,0,0,0,0.082930215
354382,1034,6,11,290,1,0,0,0,2692.0527
12107,734,6,1,289,1,0,0,0,3022.3958
469435,892,4,10,861,1,1,0,0,7860.9346
500089,96,4,4,532,1,0,0,1,4856.5146
290988,578,2,6,762,1,0,0,0,5981.393
178794,593,3,4,1035,1,0,0,0,7267.1445
624708,958,2,5,595,1,1,0,0,6393.542
677489,944,5,9,1135,1,1,0,1,7549.9517
298677,524,5,11,913,1,0,0,0,9732.139
703190,311,1,12,1049,1,0,0,1,10128.957
130811,501,3,2,615,1,1,0,1,6457.0747
110239,1039,3,7,1233,1,1,0,1,11278.442
624648,511,1,7,863,1,1,0,0,7627.64
217090,58,4,7,594,1,1,0,0,5965.0337
110364,963,5,7,717,1,0,0,1,5759.9014
678970,860,4,1,638,1,1,0,0,5827.1646
418148,114,1,6,515,1,0,0,0,5263.6367
445220,20,3,2,753,1,0,0,1,6960.0967
126944,33,4,6,743,1,1,0,0,8305.952
349411,255,2,2,621,1,1,0,0,6338.0933
630781,458,7,9,0,0,0,0,0,6.0872874
463948,963,6,8,354,1,0,0,0,3169.529
452373,167,7,6,0,0,0,0,0,4.713256
324245,849,6,4,861,1,0,0,0,7732.1934
222694,208,7,6,0,0,0,0,0,-29.880629
48646,85,6,11,687,1,0,0,0,5289.599
626354,341,7,8,0,0,0,0,0,5.9809318
651600,841,5,3,425,1,0,0,0,3294.8154
85679,234,3,11,787,1,0,0,0,6905.024
183869,333,7,10,0,0,0,0,0,-10.201079
283159,78,7,4,0,0,0,0,0,-4.056522
634703,764,7,1,0,0,0,0,0,7.587873
706142,5,7,9,0,0,0,0,0,0.9259148
522728,547,6,4,688,1,0,0,0,6563.538
663580,705,6,5,686,1,0,0,0,6373.5107
46119,244,5,12,534,1,0,0,1,4890.1533
250823,513,3,12,1681,1,0,0,0,14070.586
613782,894,6,3,753,1,0,0,0,6057.0303
200809,974,2,2,1806,1,1,0,0,14124.67
269386,814,7,6,0,0,0,0,0,-1.7461916
288820,989,5,3,637,1,1,0,0,6271.564
365858,135,7,9,0,0,0,0,0,-3.76095
616253,425,1,4,590,1,1,0,0,5634.323
260287,875,6,8,352,1,0,0,0,3320.0398
168584,914,7,6,0,0,0,0,0,-3.573495
667415,1017,4,10,0,0,0,1,0,8.043621
666578,880,1,5,0,0,0,1,0,-11.8219595
443663,813,1,3,845,1,1,0,0,7599.347
103282,374,1,5,1097,1,1,0,0,10899.616
659814,883,3,7,417,1,0,0,1,3672.416
204523,348,4,8,665,1,0,0,1,6609.295
105679,529,5,4,777,1,1,0,0,7531.925
571093,758,6,8,415,1,0,0,0,3501.8662
41097,698,6,8,1706,1,0,0,0,13405.246
139328,1115,2,11,411,1,1,0,0,6429.0396
338773,216,2,8,676,1,0,0,1,4815.5625
196518,753,7,7,0,0,0,0,0,3.7752132
283593,736,1,4,641,1,1,0,1,7762.314
260425,229,5,6,653,1,0,0,0,7341.0425
8772,1078,6,4,438,1,0,0,0,3998.7717
165827,715,4,6,688,1,1,0,0,6967.028
711567,748,2,8,344,1,0,0,1,3456.0837
25887,202,7,12,0,0,0,0,0,-25.07701
46929,626,5,2,922,1,1,0,0,8616.317
252401,364,2,6,660,1,0,0,0,5158.4624
544688,791,6,2,831,1,0,0,0,8294.986
630754,8,6,9,307,1,0,0,0,2801.6924
355922,33,1,10,932,1,1,0,0,10486.799
553915,54,1,11,560,1,0,0,0,5169.1445
491425,59,2,6,691,1,1,0,0,7868.7383
42394,681,1,12,431,1,0,0,1,3244.5122
178531,267,5,12,1510,1,0,0,0,12164.03
63227,39,1,1,1046,1,1,0,0,9872.977
513313,557,2,7,721,1,1,0,1,5991.1367
522520,1058,4,8,678,1,1,0,1,7393.5923
492008,99,1,2,431,1,0,0,0,4370.642
26376,641,4,2,560,1,0,0,0,4967.442
141308,537,5,2,646,1,0,0,0,5671.867
695853,198,5,5,493,1,1,0,1,5994.51
699596,994,6,6,257,1,0,0,0,2437.7844
11724,1034,5,2,796,1,0,0,0,6684.0635
